#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: DDiscovery
#Serial Number: SN:210321B0F45A
#Date Time: 2022-08-29 19:34:50.492
#Sample rate: 1e+08Hz
#Samples: 32768

Time (s);ADDR;VBLK;W3A09;NMI;IRQ;IMS;W3A0A;FIRQ;BLK
-0.00012332;hFEE0;1;1;0;1;0;1;1;0
-0.00012331;hFEE0;1;1;0;1;0;1;1;0
-0.0001233;hFEE0;1;1;0;1;0;1;1;0
-0.00012329;hFEE0;1;1;0;1;0;1;1;0
-0.00012328;hFEE0;1;1;0;1;0;1;1;0
-0.00012327;hFEE0;1;1;0;1;0;1;1;0
-0.00012326;hFEE0;1;1;0;1;0;1;1;0
-0.00012325;hFEE0;1;1;0;1;0;1;1;0
-0.00012324;hFEE0;1;1;0;1;0;1;1;0
-0.00012323;hFEE0;1;1;0;1;0;1;1;0
-0.00012322;hFEE0;1;1;0;1;0;1;1;0
-0.00012321;hFEE0;1;1;0;1;0;1;1;0
-0.0001232;hFEE0;1;1;0;1;0;1;1;0
-0.00012319;hFEE0;1;1;0;1;0;1;1;0
-0.00012318;hFEE0;1;1;0;1;0;1;1;0
-0.00012317;hFEE0;1;1;0;1;0;1;1;0
-0.00012316;hFEE0;1;1;0;1;0;1;1;0
-0.00012315;hFEE0;1;1;0;1;0;1;1;0
-0.00012314;hFEE0;1;1;0;1;0;1;1;0
-0.00012313;hFEE0;1;1;0;1;0;1;1;0
-0.00012312;hFEE0;1;1;0;1;0;1;1;0
-0.00012311;hFEE0;1;1;0;1;0;1;1;0
-0.0001231;hFEE0;1;1;0;1;0;1;1;0
-0.00012309;hFEE0;1;1;0;1;0;1;1;0
-0.00012308;hFEE0;1;1;0;1;0;1;1;0
-0.00012307;hFEE0;1;1;0;1;0;1;1;0
-0.00012306;hFEE0;1;1;0;1;0;1;1;0
-0.00012305;hFEE0;1;1;0;1;0;1;1;0
-0.00012304;hFEE0;1;1;0;1;0;1;1;0
-0.00012303;hFEE0;1;1;0;1;0;1;1;0
-0.00012302;hFEE0;1;1;0;1;0;1;1;0
-0.00012301;hFEE0;1;1;0;1;0;1;1;0
-0.000123;hFEE0;1;1;0;1;0;1;1;0
-0.00012299;hFEE0;1;1;0;1;0;1;1;0
-0.00012298;hFEE0;1;1;0;1;0;1;1;0
-0.00012297;hFEE0;1;1;0;1;0;1;1;0
-0.00012296;hFEE0;1;1;0;1;0;1;1;0
-0.00012295;hFEE0;1;1;0;1;0;1;1;0
-0.00012294;hFEE0;1;1;0;1;0;1;1;0
-0.00012293;hFEE0;1;1;0;1;0;1;1;0
-0.00012292;hFEE0;1;1;0;1;0;1;1;0
-0.00012291;hFEE0;1;1;0;1;0;1;1;0
-0.0001229;hFEE0;1;1;0;1;0;1;1;0
-0.00012289;hFEE0;1;1;0;1;0;1;1;0
-0.00012288;hFEE0;1;1;0;1;0;1;1;0
-0.00012287;hFEE0;1;1;0;1;0;1;1;0
-0.00012286;hFEE0;1;1;0;1;0;1;1;0
-0.00012285;hFEE0;1;1;0;1;0;1;1;0
-0.00012284;hFEE0;1;1;0;1;0;1;1;0
-0.00012283;hFEE0;1;1;0;1;0;1;1;0
-0.00012282;hFEE0;1;1;0;1;0;1;1;0
-0.00012281;hFEE0;1;1;0;1;0;1;1;0
-0.0001228;hFEE0;1;1;0;1;0;1;1;0
-0.00012279;hFEE0;1;1;0;1;0;1;1;0
-0.00012278;hFEE0;1;1;0;1;0;1;1;0
-0.00012277;hFEE0;1;1;0;1;0;1;1;0
-0.00012276;hFEE0;1;1;0;1;0;1;1;0
-0.00012275;hFEE0;1;1;0;1;0;1;1;0
-0.00012274;hFEE0;1;1;0;1;0;1;1;0
-0.00012273;hFEE0;1;1;0;1;0;1;1;0
-0.00012272;hFEE0;1;1;0;1;0;1;1;0
-0.00012271;hFEE0;1;1;0;1;0;1;1;0
-0.0001227;hFEE0;1;1;0;1;0;1;1;0
-0.00012269;hFEE0;1;1;0;1;0;1;1;0
-0.00012268;hFEE0;1;1;0;1;0;1;1;0
-0.00012267;hFEE0;1;1;0;1;0;1;1;0
-0.00012266;hFEE0;1;1;0;1;0;1;1;0
-0.00012265;hFEE0;1;1;0;1;0;1;1;0
-0.00012264;hFEE0;1;1;0;1;0;1;1;0
-0.00012263;hFEE0;1;1;0;1;0;1;1;0
-0.00012262;hFEE0;1;1;0;1;0;1;1;0
-0.00012261;hFEE0;1;1;0;1;0;1;1;0
-0.0001226;hFEE0;1;1;0;1;0;1;1;0
-0.00012259;hFEE0;1;1;0;1;0;1;1;0
-0.00012258;hFEE0;1;1;0;1;0;1;1;0
-0.00012257;hFEE0;1;1;0;1;0;1;1;0
-0.00012256;hFEE0;1;1;0;1;0;1;1;0
-0.00012255;hFEE0;1;1;0;1;0;1;1;0
-0.00012254;hFEE0;1;1;0;1;0;1;1;0
-0.00012253;hFEE0;1;1;0;1;0;1;1;0
-0.00012252;hFEE0;1;1;0;1;0;1;1;0
-0.00012251;hFEE0;1;1;0;1;0;1;1;0
-0.0001225;hFEE0;1;1;0;1;0;1;1;0
-0.00012249;hFEE0;1;1;0;1;0;1;1;0
-0.00012248;hFEE0;1;1;0;1;0;1;1;0
-0.00012247;hFEE0;1;1;0;1;0;1;1;0
-0.00012246;hFEE0;1;1;0;1;0;1;1;0
-0.00012245;hFEE0;1;1;0;1;0;1;1;0
-0.00012244;hFEE0;1;1;0;1;0;1;1;0
-0.00012243;hFEE0;1;1;0;1;0;1;1;0
-0.00012242;hFEE0;1;1;0;1;0;1;1;0
-0.00012241;hFEE0;1;1;0;1;0;1;1;0
-0.0001224;hFEE0;1;1;0;1;0;1;1;0
-0.00012239;hFEE0;1;1;0;1;0;1;1;0
-0.00012238;hFEE0;1;1;0;1;0;1;1;0
-0.00012237;hFEE0;1;1;0;1;0;1;1;0
-0.00012236;hFEE0;1;1;0;1;0;1;1;0
-0.00012235;hFEE0;1;1;0;1;0;1;1;0
-0.00012234;hFEE0;1;1;0;1;0;1;1;0
-0.00012233;hFEE0;1;1;0;1;0;1;1;0
-0.00012232;hFEE0;1;1;0;1;0;1;1;0
-0.00012231;hFEE0;1;1;0;1;0;1;1;0
-0.0001223;hFEE0;1;1;0;1;0;1;1;0
-0.00012229;hFEE0;1;1;0;1;0;1;1;0
-0.00012228;hFEE0;1;1;0;1;0;1;1;0
-0.00012227;hFEE0;1;1;0;1;0;1;1;0
-0.00012226;hFEE0;1;1;0;1;0;1;1;0
-0.00012225;hFEE0;1;1;0;1;0;1;1;0
-0.00012224;hFEE0;1;1;0;1;0;1;1;0
-0.00012223;hFEE0;1;1;0;1;0;1;1;0
-0.00012222;hFEE0;1;1;0;1;0;1;1;0
-0.00012221;hFEE0;1;1;0;1;0;1;1;0
-0.0001222;hFEE0;1;1;0;1;0;1;1;0
-0.00012219;hFEE0;1;1;0;1;0;1;1;0
-0.00012218;hFEE0;1;1;0;1;0;1;1;0
-0.00012217;hFEE0;1;1;0;1;0;1;1;0
-0.00012216;hFEE0;1;1;0;1;0;1;1;0
-0.00012215;hFEE0;1;1;0;1;0;1;1;0
-0.00012214;hFEE0;1;1;0;1;0;1;1;0
-0.00012213;hFEE0;1;1;0;1;0;1;1;0
-0.00012212;hFEE0;1;1;0;1;0;1;1;0
-0.00012211;hFEE0;1;1;0;1;0;1;1;0
-0.0001221;hFEE0;1;1;0;1;0;1;1;0
-0.00012209;hFEE1;1;1;0;1;0;1;1;0
-0.00012208;hFEE1;1;1;0;1;0;1;1;0
-0.00012207;hFEE1;1;1;0;1;0;1;1;0
-0.00012206;hFEE1;1;1;0;1;0;1;1;0
-0.00012205;hFEE1;1;1;0;1;0;1;1;0
-0.00012204;hFEE1;1;1;0;1;0;1;1;0
-0.00012203;hFEE1;1;1;0;1;0;1;1;0
-0.00012202;hFEE1;1;1;0;1;0;1;1;0
-0.00012201;hFEE1;1;1;0;1;0;1;1;0
-0.000122;hFEE1;1;1;0;1;0;1;1;0
-0.00012199;hFEE1;1;1;0;1;0;1;1;0
-0.00012198;hFEE1;1;1;0;1;0;1;1;0
-0.00012197;hFEE1;1;1;0;1;0;1;1;0
-0.00012196;hFEE1;1;1;0;1;0;1;1;0
-0.00012195;hFEE1;1;1;0;1;0;1;1;0
-0.00012194;hFEE1;1;1;0;1;0;1;1;0
-0.00012193;hFEE1;1;1;0;1;0;1;1;0
-0.00012192;hFEE1;1;1;0;1;0;1;1;0
-0.00012191;hFEE1;1;1;0;1;0;1;1;0
-0.0001219;hFEE1;1;1;0;1;0;1;1;0
-0.00012189;hFEE1;1;1;0;1;0;1;1;0
-0.00012188;hFEE1;1;1;0;1;0;1;1;0
-0.00012187;hFEE1;1;1;0;1;0;1;1;0
-0.00012186;hFEE1;1;1;0;1;0;1;1;0
-0.00012185;hFEE1;1;1;0;1;0;1;1;0
-0.00012184;hFEE1;1;1;0;1;0;1;1;0
-0.00012183;hFEE1;1;1;0;1;0;1;1;0
-0.00012182;hFEE1;1;1;0;1;0;1;1;0
-0.00012181;hFEE1;1;1;0;1;0;1;1;0
-0.0001218;hFEE1;1;1;0;1;0;1;1;0
-0.00012179;hFEE1;1;1;0;1;0;1;1;0
-0.00012178;hFEE1;1;1;0;1;0;1;1;0
-0.00012177;hFEE1;1;1;0;1;0;1;1;0
-0.00012176;hFEE1;1;1;0;1;0;1;1;0
-0.00012175;hFEE1;1;1;0;1;0;1;1;0
-0.00012174;hFEE1;1;1;0;1;0;1;1;0
-0.00012173;hFEE1;1;1;0;1;0;1;1;0
-0.00012172;hFEE1;1;1;0;1;0;1;1;0
-0.00012171;hFEE1;1;1;0;1;0;1;1;0
-0.0001217;hFEE1;1;1;0;1;0;1;1;0
-0.00012169;hFEE1;1;1;0;1;0;1;1;0
-0.00012168;hFEE1;1;1;0;1;0;1;1;0
-0.00012167;hFEE1;1;1;0;1;0;1;1;0
-0.00012166;hFEE1;1;1;0;1;0;1;1;0
-0.00012165;hFEE1;1;1;0;1;0;1;1;0
-0.00012164;hFEE1;1;1;0;1;0;1;1;0
-0.00012163;hFEE1;1;1;0;1;0;1;1;0
-0.00012162;hFEE1;1;1;0;1;0;1;1;0
-0.00012161;hFEE1;1;1;0;1;0;1;1;0
-0.0001216;hFEE1;1;1;0;1;0;1;1;0
-0.00012159;hFEE1;1;1;0;1;0;1;1;0
-0.00012158;hFEE1;1;1;0;1;0;1;1;0
-0.00012157;hFEE1;1;1;0;1;0;1;1;0
-0.00012156;hFEE1;1;1;0;1;0;1;1;0
-0.00012155;hFEE1;1;1;0;1;0;1;1;0
-0.00012154;hFEE1;1;1;0;1;0;1;1;0
-0.00012153;hFEE1;1;1;0;1;0;1;1;0
-0.00012152;hFEE1;1;1;0;1;0;1;1;0
-0.00012151;hFEE1;1;1;0;1;0;1;1;0
-0.0001215;hFEE1;1;1;0;1;0;1;1;0
-0.00012149;hFEE1;1;1;0;1;0;1;1;0
-0.00012148;hFEE1;1;1;0;1;0;1;1;0
-0.00012147;hFEE1;1;1;0;1;0;1;1;0
-0.00012146;hFEE1;1;1;0;1;0;1;1;0
-0.00012145;hFEE1;1;1;0;1;0;1;1;0
-0.00012144;hFEE1;1;1;0;1;0;1;1;0
-0.00012143;hFEF9;1;1;0;1;0;1;1;0
-0.00012142;hFFFF;1;1;0;1;0;1;1;0
-0.00012141;hFFFF;1;1;0;1;0;1;1;0
-0.0001214;hFFFF;1;1;0;1;0;1;1;0
-0.00012139;hFFFF;1;1;0;1;0;1;1;0
-0.00012138;hFFFF;1;1;0;1;0;1;1;0
-0.00012137;hFFFF;1;1;0;1;0;1;1;0
-0.00012136;hFFFF;1;1;0;1;0;1;1;0
-0.00012135;hFFFF;1;1;0;1;0;1;1;0
-0.00012134;hFFFF;1;1;0;1;0;1;1;0
-0.00012133;hFFFF;1;1;0;1;0;1;1;0
-0.00012132;hFFFF;1;1;0;1;0;1;1;0
-0.00012131;hFFFF;1;1;0;1;0;1;1;0
-0.0001213;hFFFF;1;1;0;1;0;1;1;0
-0.00012129;hFFFF;1;1;0;1;0;1;1;0
-0.00012128;hFFFF;1;1;0;1;0;1;1;0
-0.00012127;hFFFF;1;1;0;1;0;1;1;0
-0.00012126;hFFFF;1;1;0;1;0;1;1;0
-0.00012125;hFFFF;1;1;0;1;0;1;1;0
-0.00012124;hFFFF;1;1;0;1;0;1;1;0
-0.00012123;hFFFF;1;1;0;1;0;1;1;0
-0.00012122;hFFFF;1;1;0;1;0;1;1;0
-0.00012121;hFFFF;1;1;0;1;0;1;1;0
-0.0001212;hFFFF;1;1;0;1;0;1;1;0
-0.00012119;hFFFF;1;1;0;1;0;1;1;0
-0.00012118;hFFFF;1;1;0;1;0;1;1;0
-0.00012117;hFFFF;1;1;0;1;0;1;1;0
-0.00012116;hFFFF;1;1;0;1;0;1;1;0
-0.00012115;hFFFF;1;1;0;1;0;1;1;0
-0.00012114;hFFFF;1;1;0;1;0;1;1;0
-0.00012113;hFFFF;1;1;0;1;0;1;1;0
-0.00012112;hFFFF;1;1;0;1;0;1;1;0
-0.00012111;hFFFF;1;1;0;1;0;1;1;0
-0.0001211;hFFFF;1;1;0;1;0;1;1;0
-0.00012109;hFFFF;1;1;0;1;0;1;1;0
-0.00012108;hFFFF;1;1;0;1;0;1;1;0
-0.00012107;hFFFF;1;1;0;1;0;1;1;0
-0.00012106;hFFFF;1;1;0;1;0;1;1;0
-0.00012105;hFFFF;1;1;0;1;0;1;1;0
-0.00012104;hFFFF;1;1;0;1;0;1;1;0
-0.00012103;hFFFF;1;1;0;1;0;1;1;0
-0.00012102;hFFFF;1;1;0;1;0;1;1;0
-0.00012101;hFFFF;1;1;0;1;0;1;1;0
-0.000121;hFFFF;1;1;0;1;0;1;1;0
-0.00012099;hFFFF;1;1;0;1;0;1;1;0
-0.00012098;hFFFF;1;1;0;1;0;1;1;0
-0.00012097;hFFFF;1;1;0;1;0;1;1;0
-0.00012096;hFFFF;1;1;0;1;0;1;1;0
-0.00012095;hFFFF;1;1;0;1;0;1;1;0
-0.00012094;hFFFF;1;1;0;1;0;1;1;0
-0.00012093;hFFFF;1;1;0;1;0;1;1;0
-0.00012092;hFFFF;1;1;0;1;0;1;1;0
-0.00012091;hFFFF;1;1;0;1;0;1;1;0
-0.0001209;hFFFF;1;1;0;1;0;1;1;0
-0.00012089;hFFFF;1;1;0;1;0;1;1;0
-0.00012088;hFFFF;1;1;0;1;0;1;1;0
-0.00012087;hFFFF;1;1;0;1;0;1;1;0
-0.00012086;hFFFF;1;1;0;1;0;1;1;0
-0.00012085;hFFFF;1;1;0;1;0;1;1;0
-0.00012084;hFFFF;1;1;0;1;0;1;1;0
-0.00012083;hFFFF;1;1;0;1;0;1;1;0
-0.00012082;hFFFF;1;1;0;1;0;1;1;0
-0.00012081;hFFFF;1;1;0;1;0;1;1;0
-0.0001208;hFFFF;1;1;0;1;0;1;1;0
-0.00012079;hFFFF;1;1;0;1;0;1;1;0
-0.00012078;hFFFF;1;1;0;1;0;1;1;0
-0.00012077;hFFFF;1;1;0;1;0;1;1;0
-0.00012076;hFFFF;1;1;0;1;0;1;1;0
-0.00012075;hFFFF;1;1;0;1;0;1;1;0
-0.00012074;hFFFF;1;1;0;1;0;1;1;0
-0.00012073;hFFFF;1;1;0;1;0;1;1;0
-0.00012072;hFFFF;1;1;0;1;0;1;1;0
-0.00012071;hFFFF;1;1;0;1;0;1;1;0
-0.0001207;hFFFF;1;1;0;1;0;1;1;0
-0.00012069;hFFFF;1;1;0;1;0;1;1;0
-0.00012068;hFFFF;1;1;0;1;0;1;1;0
-0.00012067;hFFFF;1;1;0;1;0;1;1;0
-0.00012066;hFFFF;1;1;0;1;0;1;1;0
-0.00012065;hFFFF;1;1;0;1;0;1;1;0
-0.00012064;hFFFF;1;1;0;1;0;1;1;0
-0.00012063;hFFFF;1;1;0;1;0;1;1;0
-0.00012062;hFFFF;1;1;0;1;0;1;1;0
-0.00012061;hFFFF;1;1;0;1;0;1;1;0
-0.0001206;hFFFF;1;1;0;1;0;1;1;0
-0.00012059;hFFFF;1;1;0;1;0;1;1;0
-0.00012058;hFFFF;1;1;0;1;0;1;1;0
-0.00012057;hFFFF;1;1;0;1;0;1;1;0
-0.00012056;hFFFF;1;1;0;1;0;1;1;0
-0.00012055;hFFFF;1;1;0;1;0;1;1;0
-0.00012054;hFFFF;1;1;0;1;0;1;1;0
-0.00012053;hFFFF;1;1;0;1;0;1;1;0
-0.00012052;hFFFF;1;1;0;1;0;1;1;0
-0.00012051;hFFFF;1;1;0;1;0;1;1;0
-0.0001205;hFFFF;1;1;0;1;0;1;1;0
-0.00012049;hFFFF;1;1;0;1;0;1;1;0
-0.00012048;hFFFF;1;1;0;1;0;1;1;0
-0.00012047;hFFFF;1;1;0;1;0;1;1;0
-0.00012046;hFFFF;1;1;0;1;0;1;1;0
-0.00012045;hFFFF;1;1;0;1;0;1;1;0
-0.00012044;hFFFF;1;1;0;1;0;1;1;0
-0.00012043;hFFFF;1;1;0;1;0;1;1;0
-0.00012042;hFFFF;1;1;0;1;0;1;1;0
-0.00012041;hFFFF;1;1;0;1;0;1;1;0
-0.0001204;hFFFF;1;1;0;1;0;1;1;0
-0.00012039;hFFFF;1;1;0;1;0;1;1;0
-0.00012038;hFFFF;1;1;0;1;0;1;1;0
-0.00012037;hFFFF;1;1;0;1;0;1;1;0
-0.00012036;hFFFF;1;1;0;1;0;1;1;0
-0.00012035;hFFFF;1;1;0;1;0;1;1;0
-0.00012034;hFFFF;1;1;0;1;0;1;1;0
-0.00012033;hFFFF;1;1;0;1;0;1;1;0
-0.00012032;hFFFF;1;1;0;1;0;1;1;0
-0.00012031;hFFFF;1;1;0;1;0;1;1;0
-0.0001203;hFFFF;1;1;0;1;0;1;1;0
-0.00012029;hFFFF;1;1;0;1;0;1;1;0
-0.00012028;hFFFF;1;1;0;1;0;1;1;0
-0.00012027;hFFFF;1;1;0;1;0;1;1;0
-0.00012026;hFFFF;1;1;0;1;0;1;1;0
-0.00012025;hFFFF;1;1;0;1;0;1;1;0
-0.00012024;hFFFF;1;1;0;1;0;1;1;0
-0.00012023;hFFFF;1;1;0;1;0;1;1;0
-0.00012022;hFFFF;1;1;0;1;0;1;1;0
-0.00012021;hFFFF;1;1;0;1;0;1;1;0
-0.0001202;hFFFF;1;1;0;1;0;1;1;0
-0.00012019;hFFFF;1;1;0;1;0;1;1;0
-0.00012018;hFFFF;1;1;0;1;0;1;1;0
-0.00012017;hFFFF;1;1;0;1;0;1;1;0
-0.00012016;hFFFF;1;1;0;1;0;1;1;0
-0.00012015;hFFFF;1;1;0;1;0;1;1;0
-0.00012014;hFFFF;1;1;0;1;0;1;1;0
-0.00012013;hFFFF;1;1;0;1;0;1;1;0
-0.00012012;hFFFF;1;1;0;1;0;1;1;0
-0.00012011;hFFFF;1;1;0;1;0;1;1;0
-0.0001201;h1FFF;1;1;0;1;0;1;1;0
-0.00012009;h1EEB;1;1;0;1;0;1;1;0
-0.00012008;h1EEB;1;1;0;1;0;1;1;0
-0.00012007;h1EEB;1;1;0;1;0;1;1;0
-0.00012006;h1EEB;1;1;0;1;0;1;1;0
-0.00012005;h1EEB;1;1;0;1;0;1;1;0
-0.00012004;h1EEB;1;1;0;1;0;1;1;0
-0.00012003;h1EEB;1;1;0;1;0;1;1;0
-0.00012002;h1EEB;1;1;0;1;0;1;1;0
-0.00012001;h1EEB;1;1;0;1;0;1;1;0
-0.00012;h1EEB;1;1;0;1;0;1;1;0
-0.00011999;h1EEB;1;1;0;1;0;1;1;0
-0.00011998;h1EEB;1;1;0;1;0;1;1;0
-0.00011997;h1EEB;1;1;0;1;0;1;1;0
-0.00011996;h1EEB;1;1;0;1;0;1;1;0
-0.00011995;h1EEB;1;1;0;1;0;1;1;0
-0.00011994;h1EEB;1;1;0;1;0;1;1;0
-0.00011993;h1EEB;1;1;0;1;0;1;1;0
-0.00011992;h1EEB;1;1;0;1;0;1;1;0
-0.00011991;h1EEB;1;1;0;1;0;1;1;0
-0.0001199;h1EEB;1;1;0;1;0;1;1;0
-0.00011989;h1EEB;1;1;0;1;0;1;1;0
-0.00011988;h1EEB;1;1;0;1;0;1;1;0
-0.00011987;h1EEB;1;1;0;1;0;1;1;0
-0.00011986;h1EEB;1;1;0;1;0;1;1;0
-0.00011985;h1EEB;1;1;0;1;0;1;1;0
-0.00011984;h1EEB;1;1;0;1;0;1;1;0
-0.00011983;h1EEB;1;1;0;1;0;1;1;0
-0.00011982;h1EEB;1;1;0;1;0;1;1;0
-0.00011981;h1EEB;1;1;0;1;0;1;1;0
-0.0001198;h1EEB;1;1;0;1;0;1;1;0
-0.00011979;h1EEB;1;1;0;1;0;1;1;0
-0.00011978;h1EEB;1;1;0;1;0;1;1;0
-0.00011977;h1EEB;1;1;0;1;0;1;1;0
-0.00011976;h1EEB;1;1;0;1;0;1;1;0
-0.00011975;h1EEB;1;1;0;1;0;1;1;0
-0.00011974;h1EEB;1;1;0;1;0;1;1;0
-0.00011973;h1EEB;1;1;0;1;0;1;1;0
-0.00011972;h1EEB;1;1;0;1;0;1;1;0
-0.00011971;h1EEB;1;1;0;1;0;1;1;0
-0.0001197;h1EEB;1;1;0;1;0;1;1;0
-0.00011969;h1EEB;1;1;0;1;0;1;1;0
-0.00011968;h1EEB;1;1;0;1;0;1;1;0
-0.00011967;h1EEB;1;1;0;1;0;1;1;0
-0.00011966;h1EEB;1;1;0;1;0;1;1;0
-0.00011965;h1EEB;1;1;0;1;0;1;1;0
-0.00011964;h1EEB;1;1;0;1;0;1;1;0
-0.00011963;h1EEB;1;1;0;1;0;1;1;0
-0.00011962;h1EEB;1;1;0;1;0;1;1;0
-0.00011961;h1EEB;1;1;0;1;0;1;1;0
-0.0001196;h1EEB;1;1;0;1;0;1;1;0
-0.00011959;h1EEB;1;1;0;1;0;1;1;0
-0.00011958;h1EEB;1;1;0;1;0;1;1;0
-0.00011957;h1EEB;1;1;0;1;0;1;1;0
-0.00011956;h1EEB;1;1;0;1;0;1;1;0
-0.00011955;h1EEB;1;1;0;1;0;1;1;0
-0.00011954;h1EEB;1;1;0;1;0;1;1;0
-0.00011953;h1EEB;1;1;0;1;0;1;1;0
-0.00011952;h1EEB;1;1;0;1;0;1;1;0
-0.00011951;h1EEB;1;1;0;1;0;1;1;0
-0.0001195;h1EEB;1;1;0;1;0;1;1;0
-0.00011949;h1EEB;1;1;0;1;0;1;1;0
-0.00011948;h1EEB;1;1;0;1;0;1;1;0
-0.00011947;h1EEB;1;1;0;1;0;1;1;0
-0.00011946;h1EEB;1;1;0;1;0;1;1;0
-0.00011945;h1EEB;1;1;0;1;0;1;1;0
-0.00011944;h1EEB;1;1;0;1;0;1;1;0
-0.00011943;h1EEC;1;1;0;1;0;1;1;0
-0.00011942;h1EEC;1;1;0;1;0;1;1;0
-0.00011941;h1EEC;1;1;0;1;0;1;1;0
-0.0001194;h1EEC;1;1;0;1;0;1;1;0
-0.00011939;h1EEC;1;1;0;1;0;1;1;0
-0.00011938;h1EEC;1;1;0;1;0;1;1;0
-0.00011937;h1EEC;1;1;0;1;0;1;1;0
-0.00011936;h1EEC;1;1;0;1;0;1;1;0
-0.00011935;h1EEC;1;1;0;1;0;1;1;0
-0.00011934;h1EEC;1;1;0;1;0;1;1;0
-0.00011933;h1EEC;1;1;0;1;0;1;1;0
-0.00011932;h1EEC;1;1;0;1;0;1;1;0
-0.00011931;h1EEC;1;1;0;1;0;1;1;0
-0.0001193;h1EEC;1;1;0;1;0;1;1;0
-0.00011929;h1EEC;1;1;0;1;0;1;1;0
-0.00011928;h1EEC;1;1;0;1;0;1;1;0
-0.00011927;h1EEC;1;1;0;1;0;1;1;0
-0.00011926;h1EEC;1;1;0;1;0;1;1;0
-0.00011925;h1EEC;1;1;0;1;0;1;1;0
-0.00011924;h1EEC;1;1;0;1;0;1;1;0
-0.00011923;h1EEC;1;1;0;1;0;1;1;0
-0.00011922;h1EEC;1;1;0;1;0;1;1;0
-0.00011921;h1EEC;1;1;0;1;0;1;1;0
-0.0001192;h1EEC;1;1;0;1;0;1;1;0
-0.00011919;h1EEC;1;1;0;1;0;1;1;0
-0.00011918;h1EEC;1;1;0;1;0;1;1;0
-0.00011917;h1EEC;1;1;0;1;0;1;1;0
-0.00011916;h1EEC;1;1;0;1;0;1;1;0
-0.00011915;h1EEC;1;1;0;1;0;1;1;0
-0.00011914;h1EEC;1;1;0;1;0;1;1;0
-0.00011913;h1EEC;1;1;0;1;0;1;1;0
-0.00011912;h1EEC;1;1;0;1;0;1;1;0
-0.00011911;h1EEC;1;1;0;1;0;1;1;0
-0.0001191;h1EEC;1;1;0;1;0;1;1;0
-0.00011909;h1EEC;1;1;0;1;0;1;1;0
-0.00011908;h1EEC;1;1;0;1;0;1;1;0
-0.00011907;h1EEC;1;1;0;1;0;1;1;0
-0.00011906;h1EEC;1;1;0;1;0;1;1;0
-0.00011905;h1EEC;1;1;0;1;0;1;1;0
-0.00011904;h1EEC;1;1;0;1;0;1;1;0
-0.00011903;h1EEC;1;1;0;1;0;1;1;0
-0.00011902;h1EEC;1;1;0;1;0;1;1;0
-0.00011901;h1EEC;1;1;0;1;0;1;1;0
-0.000119;h1EEC;1;1;0;1;0;1;1;0
-0.00011899;h1EEC;1;1;0;1;0;1;1;0
-0.00011898;h1EEC;1;1;0;1;0;1;1;0
-0.00011897;h1EEC;1;1;0;1;0;1;1;0
-0.00011896;h1EEC;1;1;0;1;0;1;1;0
-0.00011895;h1EEC;1;1;0;1;0;1;1;0
-0.00011894;h1EEC;1;1;0;1;0;1;1;0
-0.00011893;h1EEC;1;1;0;1;0;1;1;0
-0.00011892;h1EEC;1;1;0;1;0;1;1;0
-0.00011891;h1EEC;1;1;0;1;0;1;1;0
-0.0001189;h1EEC;1;1;0;1;0;1;1;0
-0.00011889;h1EEC;1;1;0;1;0;1;1;0
-0.00011888;h1EEC;1;1;0;1;0;1;1;0
-0.00011887;h1EEC;1;1;0;1;0;1;1;0
-0.00011886;h1EEC;1;1;0;1;0;1;1;0
-0.00011885;h1EEC;1;1;0;1;0;1;1;0
-0.00011884;h1EEC;1;1;0;1;0;1;1;0
-0.00011883;h1EEC;1;1;0;1;0;1;1;0
-0.00011882;h1EEC;1;1;0;1;0;1;1;0
-0.00011881;h1EEC;1;1;0;1;0;1;1;0
-0.0001188;h1EEC;1;1;0;1;0;1;1;0
-0.00011879;h1EEC;1;1;0;1;0;1;1;0
-0.00011878;h1EEC;1;1;0;1;0;1;1;0
-0.00011877;h1EEC;1;1;0;1;0;1;1;0
-0.00011876;hFEE2;1;1;0;1;0;1;1;0
-0.00011875;hFEE2;1;1;0;1;0;1;1;0
-0.00011874;hFEE2;1;1;0;1;0;1;1;0
-0.00011873;hFEE2;1;1;0;1;0;1;1;0
-0.00011872;hFEE2;1;1;0;1;0;1;1;0
-0.00011871;hFEE2;1;1;0;1;0;1;1;0
-0.0001187;hFEE2;1;1;0;1;0;1;1;0
-0.00011869;hFEE2;1;1;0;1;0;1;1;0
-0.00011868;hFEE2;1;1;0;1;0;1;1;0
-0.00011867;hFEE2;1;1;0;1;0;1;1;0
-0.00011866;hFEE2;1;1;0;1;0;1;1;0
-0.00011865;hFEE2;1;1;0;1;0;1;1;0
-0.00011864;hFEE2;1;1;0;1;0;1;1;0
-0.00011863;hFEE2;1;1;0;1;0;1;1;0
-0.00011862;hFEE2;1;1;0;1;0;1;1;0
-0.00011861;hFEE2;1;1;0;1;0;1;1;0
-0.0001186;hFEE2;1;1;0;1;0;1;1;0
-0.00011859;hFEE2;1;1;0;1;0;1;1;0
-0.00011858;hFEE2;1;1;0;1;0;1;1;0
-0.00011857;hFEE2;1;1;0;1;0;1;1;0
-0.00011856;hFEE2;1;1;0;1;0;1;1;0
